headline,year
Essential Oils to Cure Your Rash From That Other Essential Oil,2020
Signs It’s Time to Make Love to Your Ski Instructor in Front of a Raging Fireplace,2020
How to Come Out of the Closet Using Only an Undercut and a Carabiner,2020
How to Have An Orgasm So Massive It’ll Ruin the Experience for Your Boyfriend,2020
How to Talk About Opening Your Relationship to This Garden Gnome Only,2020
Must-Have Velvet Furniture Just Begging To Be Covered In Lint,2020
Wow! This Woman Timed Her Masturbation Session Perfectly To Her MacOS Update Install,2020
Wow! This Woman is Saving Her Receipts Until Marriage,2020
Akon FINALLY Finds the Words to Describe This Girl Without Being Disrespectful,2020
Hero? Woman Has No Plan to Begin Creative Project During Quarantine,2020
Relatable! This House Is Settling,2020
"Braless Tits Wander Torso Searching For Comfort, Answers",2020
Three Symptoms That Indicate You May Be About To Do An Instagram Live,2020
Goals! This Landlord Won’t Turn the Heat On No Matter What the Haters Say,2020
QUIZ: Is Everyone FaceTiming Without Me?,2020
Roommates Sync Depression Cycles,2020
Gluten Allergies Largely On Pause,2020
How to Unload Your Emotional Baggage on Others Remotely,2020
I Went As A Nurse For Halloween in Third Grade – Here’s What You Need To Know About Coronavirus,2020
REPORT: Entire Six-Month Relationship Could Have Been An Email,2020
Mom Loving Extra Time To Pick Up Sticks In The Yard,2020
"In These Trying Times, Please Don’t Take My Rat Farm Away!",2020
Quarantine Fail! This Woman Slipped In The Shower and Died,2020
Social Hiss-tancing: Start Hissing at People,2020
Uh Oh! Neighbor is Out on His Balcony With a Microphone,2020
How to Safely Clean Your Phone for Definitely Not the First Time,2020
Wow! This Woman Manages Her Anxiety By Fueling It,2020
Writer in Quarantine Finally Has Time to Sit Down and Write Best Grocery List of Her Life,2020
How to Satisfy Her Even Though You’ll Never Be a Giant Poop That Comes Out in One Long Piece,2020
Study Finds Women’s Lives May Be Improved By Eating Big Yummy Sandwiches,2020
REPORT: Woman Taking High Shower Just Lives There Now,2020
QUIZ: Is He Cheating Or Is He Cheating A Lot?,2020
Devastating: Mom Struggling With TikTok Choreography,2020
Nice! Quarantine Taught This Woman That Her Apartment is Uninhabitable,2020
"Top 51 Fear Street Books That Make Everyone Horny, Definitely Not Just You",2020
5 Date Ideas Not as Exciting as Discovering a Secret Passageway,2020
Brave Woman Dives into Burrito With Perfect Lipstick,2020
Wow! This Woman Used Two Washers At The Laundromat Instead Of Stuffing One To The Absolute Max,2020
Ways to Connect with Your Mother-in-Law That Are All Hugh Grant RomComs,2020
Why We Need More Women in STEM for the Trump Administration to Undermine During A Global Pandemic,2020
Birds Still Being Incredibly Vague About Where They Went for Winter,2020
"QUIZ: Should You Try Coke Just, Like, for the Experience?",2020
Study Links Lactose Intolerance to Being a Huge Bitch at My Fondue Night,2020
Feminist Win! This Start-Up Supports Women by Creating Products Specifically For Them to Buy,2020
STUDY: Who is Taking All These Pictures of Emily?,2020
Café Playing “Oops!…I Did It Again” Like It’s Just Any Song,2020
Black Boots That Look Different Enough From The Pair You Already Have,2020
QUIZ: Is This The Worst Week Of Your Life Or Are You Just Moving?,2020
Street Harassers Across The Nation Gear Up For First Nice Day Of Spring,2020
"Smart! This Woman Prefaces Any Opinion with ‘I like Bernie,’ Just in Case",2020
Friend Reignites Group Chat Just to Like All The Comments,2020
4 Beach Cover-Ups to Stop the Sea From Getting Too Horny,2020
Cute! This Woman Thinks She’ll Be Able to Nap For Just 20 Minutes,2020
"Now That I’m the Happiest and Most Stable I’ve Ever Been, It’s Time to See a Therapist",2020
Aw! This Politician Thinks It’s a Doctor,2020
Uh Oh! Your Friend’s Complaining About Something You Definitely Do All The Time,2020
Okay What? This Woman Isn’t Gay,2020
4 Wool Capes For Concealing All Your Extra Arms,2020
BUDGET HACK: Organize for a Living Wage,2020
"Uh, Oh: Mom Slowly Driving Down Road With All The Pretty Houses Again",2020
"Man Stops Touching Women He Doesn’t Know Because of Coronavirus, Yep, Just Coronavirus",2020
"We Bet This Will Be Your New Favorite Conditioner But We Wish We Didn’t Bet So Much, Oh God, We’re In So Much Debt",2020
Get Him to Notice You by Liking Beer and Being Hot Though Just Being Hot Would Have Been Enough,2020
Self-Administered Breast Exam Somehow Has $95 Co-Pay,2020
Weird! Over-Complimentary Friend Wants Something From You,2020
"How to Maintain Friendships When You’re Bad at Texting, Talking, and Object Permanence",2020
Hero! This Woman Did a Week of Meal Prep in 7 Days,2020
"Well, Ruby Tuesday Really Hit The Spot For Dad",2020
10 Tips For Getting Through March Madness Without Making Some Kind Of Bracket,2020
How I Changed My Life with CBD (Cute Beautiful Dogs),2020
Celebrate Women’s History Month By Excluding The Narratives Of Non-White Women,2020
How to Get His Attention by Performing a Lewd Puppet Show at His Birthday Party,2020
Mother-In-Law Wondering If You Two Raw Dogging Enough to Put a Baby in Them Guts,2020
"‘Sorry I’m Rambling,’ Woman Says Repeatedly after Making Extremely Concise Points",2020
Inspiring! No One On Reality Show Has Ever Connected With Someone This Way Before,2020
"‘I Read About That,’ Says Woman Who Saw Headline About It While Reading Ben Affleck Profile",2020
Oops! I Drank One San Pellegrino and Accidentally Voted for Bloomberg,2020
"This Isn’t a Tattoo, It’s a Huge Mole in the Shape of My Favorite Bible Verse",2020
"You Go Girl! This Woman Can Eat an Entire Rotisserie Chicken By Herself, and That is Enough, She is Enough",2020
This New Skincare Line Just Punches You in the Stomach and Steals Your Wallet,2020
"Aw, Dog On Subway Thinks He Is In Hell!",2020
I Tried 30 Different Eyeliners and They Were All Sharpies,2020
"Cool! Pocket Napkin Can Be Tissue, Toilet Paper, Whatever You Want it to Be",2020
Aspiring Writer? Emily’s Caption Requires The ‘More’ Button,2020
"QUIZ: Can You Make Me Cum On My Anti-Depressants? No Really, Can You Try Please",2020
"Study Finds Maybe Roommate Can Hear Your Vibrator, Maybe They Can’t, What Are Ya Gonna Do",2020
URGENT: Cat Covering Eyes With Paw While Sleeping,2020
This Woman Woke Up from a Coma With the Sudden Ability to Assistant Manage a Domino’s,2020
Complete Coffee Shop Punch Card Provides Tangible Sense of Spending $50 on Coffee,2020
Wow! This Falcon Has Incredible Nails,2020
Sexiest Man of The Year? This Guy Has Paint On His Jeans,2020
BREAKING: Jenna Has Had A Trust Fund This Whole Time,2020
Bigger Boob Looking Really Nice Today,2020
Kay Jewelers Releases An Even Fuglier Necklace,2020
Work Email Getting Past Length Where Anyone Will Read It,2020
"‘Friends’ Reunion is Social Experiment, Will Take Place in 6 Isolated Pods",2020
The 10 Most Eligible Organ Grinders In Town,2020
4 Adult Card Games That Are Fun But Not As Fun As If You All Just Fucked,2020
Here Are Some Popular Dog Breeds You Should Think Twice About Before Bringing Home to Love and Kiss Forever,2020
Living Legend? This Woman Just Vacuumed,2020
White Woman Hospitalized After Being Called White,2020
5 Holy Grail Beauty Products That Will Drive You Mad In Your Quest To Find Them,2020
9 out of 10 Moms Agree With This Chunky Turquoise Necklace,2020
Edible Not Worki—SNAILS ARE BATTLE SLUGS,2020
"Woman Fondly Remembers Time She had $3,000 in Her Bank Account",2020
How to Be A Better Listener When All You’re Thinking About is What the Normal Amount of Eye Contact Is While Listening,2020
"7 Vaginal Health Facts (Sorry About the Kiwi, We Couldn’t Find Any Free Photos of Halved Oranges)",2020
How to Support Prison Abolition While Still Hoping Harvey Weinstein Rots in Prison for the Rest Of His Days,2020
How To Stay Positive Even Though You’ve Fallen for Several Fake ‘Twilight 4’ Trailers,2020
"Um, Hi? The Bear from ‘The Revenant’ is Hot Now",2020
How to Sexily Lounge in His T-Shirt That Says ‘Friend of the Pod’,2020
Uh-Oh! Friend Getting Out Phone in Restaurant to Play the Video He Was Talking About,2020
Oh No! Autocorrect Fixed Word You Misspelled in Order to Seem Chill,2020
"Grandmother Insisting You Spend Birthday Money on Something Fun, Crazy, Debauched",2020
Unfair! Movie About Making It In Show Business Stars Cast of People Who Have Made it in Show Business,2020
Whoa! You’re Now the Same Age Your Mother Was When She Was Your Age,2020
Study Reveals Libraries Honestly Cool as Fuck,2020
"4 Cute Headbands That Say, ‘I’m Gonna Have a Headache Later’",2020
Malpractice? This Nurse Included Shoes and Clothes in Your Body Weight,2020
Plan a Date and We’ll Tell You When You’ll Meet Your Soulmate Unless You’re Dating Someone In Which Case Don’t Worry About It,2020
How to Get the Perfect Cat Eye by Slitting Your Pupils,2020
4 Tricks For Shinier Hair So People Know You Shit Good,2020
"DUDE CORNER: This Film Isn’t Sexist, It’s Historically Accurate to a Time Before Women Had Interiority",2020
"‘I Slept So Well Last Night,’ Says Girlfriend Who Slept Diagonally",2020
Justin Bieber and Haley Baldwin are Having a Lot of Sex. But What If It’s Bad?,2020
Woman Decides to Briefly Consider Reading ‘Jane Eyre’ Every 3 Years for Rest of Life,2020
Aw! This Woman Finally Married Her Sleep Paralysis Demon,2020
Why I Now Regret Saying See You Later Boi To My Sk8er Boi,2020
98% of Woman’s Opinions Come From Strangers’ Tweets She Doesn’t Fully Remember,2020
"How to Tell Your Friend About a Movie You Saw in So Much Detail It’s Like Actually Seeing the Movie, Only Much Worse",2020
Wow! This Woman Cut Out the Toxic People in Her Life But Still Follows Them On Instagram,2020
How to Continue Smoking Weed Even Though it Gives You Anxiety Because Weed,2020
"Unbelievable! This Man Listens to Jazz, The Most Interesting Music",2020
Wow! This Woman Copes With Her Anxiety by Taking a Scalding Shower Every 45 Minutes,2020
Woman Not Sure If She Composts,2020
Wite-Out Celebrates 60 Years of Being Nail Polish of Choice for Girls in Study Hall,2020
Aww! This Woman Bought A Bag Of Spinach Like She’s Actually Going To Eat It,2020
Woman Finally Taken Off Hold Right As She Stuffs Spoonful of Peanut Butter in Mouth,2020
Plant Care Tips You’ll Immediately Abandon After Anything At All Happens,2020
"QUIZ: Is Your Skin Dry, Oily, or Fucked?",2020
Woman Sniffing Every Candle in Store for Sense of Control,2020
Party Guests Having Playful Debate About Pickles Both Internally Despairing Over State of Nation,2020
Why I’m Done Using Single-Use Plastics Unless I Need Them,2020
How To Start Drinking More Water By Staking Your Whole Self-Worth On It,2020
Olympic Athlete? This Woman Used The Farther Away Bathroom At Work,2020
Woman Kind of Mean For Someone With Adorable Little Fruit Earrings,2020
10th Grade Teacher Arrested but Not for the Thing You Thought,2020
Cat Furious at You for Singing Made-Up Song About Her,2020
Why I Broke Up With My Boyfriend So I Could Eat Ice Cream in a Big Shirt Like a Girl in a Movie,2020
How to Watch a Movie About Four Women Without Proclaiming You’re One of Them,2020
Hot Guy at Wedding Unfortunately Getting Married to Bride,2020
Get Skin So Fresh And Youthful That Drake Will DM You,2020
Diva Cup Upgraded to Diva Vat,2020
Man Treats His Sneakers With Tenderness Unknown to Girlfriend,2020
Uh Oh! Friend on Hike Wants to Keep Going,2020
This Woman Stopped Sweating the Small Stuff Because a Bigger Worse Thing Happened,2020
Oh High Priestess of All That is Holy on This Wretched Earth! This Woman Has Advil in Her Purse,2020
Outfit Looked Better at Home,2020
Weird! This Woman’s Wedding Theme is Just ‘Wedding’,2020
BREAKING: Drama Teacher Just Swore,2020
Aww! This Woman Thinks She’s Going to Get Something Done on Her Day Off,2020
4 Out of 5 of These Scientists Will Agree with Whatever You Want if You Just Stop Crying,2020
QUIZ: Is He Hot or Just Wearing Circle Glasses?,2020
Elton John Attends Oscars in Party City Elton John Costume,2020
6 Potential Female Oscar Hosts Who Were Passed Over in Favor of No One,2020
Woman Orders Pizza to Gain Reward Points for Future Pizza,2020
Friend Blames ‘Weird Moon Energy’ for Lost AirPods Again,2020
How Making a Vision Board Helped Me Manifest More Magazines,2020
Woman Hits 300th Hour of Wondering How Underwater Tunnels Are Built,2020
Galentine’s Day Slowly Morphing Into Picnic at Hanging Rock,2020
6 Tips for Getting Thicc That Are Just Time,2020
"Whoopsie: Doomsday Clock Went Off 3 Years Ago, Was Set to Vibrate",2020
Wow! This Woman Just Discovered Burrata and It’s Now Her Entire Worldview,2020
10-Year-Old Nephew Flaunting the $200 He Has in the Bank Again,2020
How to Be in a Room With a Fireplace Without Getting Distracted By How Cool Fire Is,2020
Woman’s Financial Plan Just Patiently Waiting for Parents to Die,2020
"‘I Hate This City,’ Says Woman Who Only Goes to Three Places",2020
This Woman Stays Out Of Toxic Social Media Drama Because She’s Amish,2020
Wow! This 73-Year-Old Woman Still Refers To Her Vagina As Her ‘Bathing Suit Area’,2020
Stressed Woman Now Stressed About Trying to Destress,2020
Topher Grace Unexpectedly in Movie,2020
"Wow! This Child Actress is All Grown Up, and You Won’t Believe How Much She Hates Your Obsession With What She Looks Like Now",2020
"Uh Oh, Smoke Detector Making a Noise",2020
How to Not Do a British Accent Whenever You Meet a British Person,2020
Facial Roller Doing NOTHING to Cure Clinical Depression,2020
5 Natural Lubricants That Will Turn Your Vulva Into FernGully,2020
"I’m Not Submissive, My Thighs Are Just Too Weak To Be On Top",2020
BREAKING: Fuckboy Iowa Caucus Taking His Sweet Time Getting Back to You,2020
REPORT: Pic Not Even Doing it Justice,2020
"Athleisure Travel Looks That Say, ‘Yeah, I’m Going To Fart On This Airplane’",2020
Man Texts Unsolicited Top-10 Favorite Movie List,2020
How to Have a Fun Night Even Though Costco Closed at 6,2020
Brave! This Woman Survived Construction That Was Kind Of Close To Her Apartment,2020
Study Shows Thing You Said Last Night Was Actually Pretty Weird,2020
Why I am Caucusing For Shakira,2020
Whoa! Fancy Girl Eating Persimmon,2020
Groundhog Miffed at Everyone Being on His Ass as Soon as He Wakes Up,2020
Boyfriend Trying to Rush Jenny Through Target Like There’s Somewhere Better to Be,2020
Woman Just Taking Walk Somehow Going to Spend $17,2020
Yes! This Woman Was Named CEO to Distract From Her Company’s Sexual Harassment Lawsuit,2020
4 Sexy Lingerie Pieces That Will Look Weird and Bumpy Under Regular Clothes,2020
Woman Halfway Through Sentence Realizes She’s Never Said ‘Erudite’ Out Loud,2020
Bralette Just a Fancy Training Bra???,2020
How to Start Saying ‘No’ to Plans by Smoking Weed and Sleeping Through Them,2020
Mom Going Sicko Mode in Comments of Needlepoint Instagram,2020
The Next Greta Thunberg? This Woman Bought Mrs. Meyer’s Dish Soap,2020
Friends Uncertain Who Will Buy Token Beverage to Stay in Coffee Shop,2020
Throuple Thrills Therapist by Theperating,2020
Woman Takes ‘Dry Clean Only’ Tag on Sweater as Permission to Never Wash it,2020
Mom and Dad Met in a Kind of Creepy Way???,2020
BREAKING: Coworker Had a Dog This Whole Time,2020
"4 Trench Coats That Are a Fresh Addition to Any Wardrobe, Unless You’re a Detective in Which Case They’re a Little on the Nose",2020
"What I Learned From Buying My First House Hahaha I Have A House, Losers!",2020
Success! Weekly Screentime Down Because You’re Getting Railed So Good,2020
Real Life Frog and Toad? This Couple is Gay,2020
Movie Important Because Sad,2020
"‘You Can’t Be Liked by Everyone,’ says Therapist who Hasn’t Seen Jerry on ‘Cheer’",2020
Shitty Day Just Continuing?,2020
I Unfollowed Everyone Who Made Me Feel Insecure on Instagram and Was Left With Just Famous Cat Accounts,2020
"5 Plunging Blazers That Say, ‘BOOBS!’",2020
This 23-Year-Old Woman Is Dating A 45-Year-Old Man So She Can Get a Rental Car,2020
6 Hearty Recipes That Will Never Be As Good As Annie’s Mac &amp; Cheese,2020
"‘I Feel Amazing,’ Says Woman Who Won’t Do Yoga Again for 15 Months",2020
Child’s Made-Up Song Kind of Good?,2020
"Overall Effect of Man’s Tattoos Hot, Individual Tattoos Questionable",2020
Voracious Reader? This Woman Read All 300 Reviews for a Mascara,2020
"Mom Wondering if You’ve Seen ‘The L Word’, Which Seems to Have a Lot of LGBT Storylines in it",2020
Hobby Started Ironically Now Pursued in Earnest,2020
How to Buy Produce Even Though It Might Be Bad and Flamin’ Hot Cheetos Will Always Taste the Same,2020
How to Stop Worrying About Florence Pugh Having to Explain Memes to Zach Braff,2020
Struggling With Self-Confidence? It May be Time to Try Being a Broad-Shouldered Man,2020
I Would Never Get Plastic Surgery – Unless Someone Else Paid for It,2020
"How to Straighten Your Hair, Except That One Part in the Back That Literally Everyone Will See",2020
QUIZ: Which Navarro Cheerleader Are You Most Like Minus the Talent and Dedication?,2020
"Vagina Also Participating in Dry January, Apparently",2020
This Woman’s Seasonal Depression is SUCH a Mood,2020
I Talk to My Therapist About My Contribution to Racism So She Can Absolve Me of Guilt,2020
Uh-Oh! Rich Friend is Picking the Restaurant,2020
How to Root for Yourself Like White People Rooting for Jennifer Aniston and Brad Pitt,2020
10 Cute Bathrobes Because Women Need to Look Pretty Every Goddamn Second,2020
Here’s Your Weekly Periscope,2020
Daytime Makeup Looks That’ll Dunk On Everyone at This Marshall’s,2020
"How to Get the Thick, Possibly Cursed Eyelashes of a Vintage Baby Doll",2020
4 Cute Decorating Tips to Brighten Up the Space You Use as a Live-in Garbage Can,2020
This Celebrity Shaded Their Ex by Holding a Parasol for Them,2020
Help! I’m Moving to Los Angeles and I Need Some LA Gear,2020
REPORT: Marriages Last Longer if They Remember to Flush Their Poop Before They Get Into The Shower,2020
‘Ha’ Text Open to Interpretation,2020
"In Lieu of Wedding Gifts, This Couple Just Wants Weed",2020
OMG. Just Had My 7th Grandchild. #Adulting,2020
BREAKING: You Cry When You See Babies Now?,2020
13 Words: Black Bean Brownie Batter No Wait Please Don’t Close The Door On Me,2020
This Woman’s Sexual Fantasy is Getting Fired So She Doesn’t Have to Quit,2020
I Was Denied Treatment Because Our Healthcare System is Broken and Also My Nurse Was Filming a TikTok,2020
How to Chew All the Skin Off the Sides of Your Fingers Without It Going to Your Thighs,2020
Man in Oxfords With No Socks Looking a Little Slutty,2020
"QUIZ: Is This Cat Chunky, *C H O N K Y*, or Very, Very Sick?",2020
"Cheating Is Never Okay, Unless I Do It in Which Case We’re All Human",2020
Breaking the Glass Ceiling? This Woman Was a Pallbearer,2020
May We Suggest You Replace Shampoo With This More Expensive Product That Makes Your Hair Greasier?,2020
"When This Lion Was Reunited With Her Former Owner, She Totally Covered Up That She Couldn’t Remember How She Knows Him",2020
Why I Stopped Online Dating and Started Fingering My Own Ass,2020
4 Girl Bosses Who Are Wearing Yesterday’s Underwear Turned Inside Out,2020
Tips to Make Him Cum Fast Because You Are in a Car and He is in a Tollbooth,2020
Vagina-Scented Candle Doesn’t Know It Has HPV,2020
Mild Winter Reveals You Are Just a Miserable Person in General,2020
How to Tell Your Friends You Can’t Watch a Scary Movie Because to You Fear is Sort of Bad,2020
Relaxing Tea Blends For When You Need To Shit,2020
"‘Hello, I’m in a Stall Waiting to Poop—Please Hurry, Darling,’ Conveyed Via Sniffle",2020
6 Conditioners That will Give You the Mane of a Healthy Young Quarterhorse,2020
How to Make Your Thin Hair Look Thicker By Wearing This $6 Elvis Wig From Party City,2020
"Woman Decides to Critically Reflect on Why She Really Shaves, Later",2020
Mental Breakdown on Facebook has 27 Likes,2020
"Okay, Creep! This Man is 69",2020
Everyone Insisting They Have Ugliest Birthstone,2020
"This Woman Is Fighting Fascism With Her Art. Okay, Sure!",2020
How To Snag A Man When You Have A Chesty Cough Like A Mastiff’s Bark,2020
Mom Still Riding High From Seeing Rug In Movie That She Also Saw On Amazon,2020
REPORT: Dog Has Fluffy Butt,2020
White Friend Who Got Lip Fillers Seconds Away From Saying Something Problematic,2020
Hawk Who Snagged Chihuahua Worried He Works Too Much To Care For It,2020
"Wow! Woman Gets 10,000 Steps a Day by Living in a City Without Public Transportation",2020
Younger Sibling Gets To Do Whatever They Want,2020
"Wow! This Old White Man’s Words May Be Racist, but He Is Saying ‘African American’",2020
"Whoa! This Waitress Got A Surprise $1,000 Tip and Spent it All on a Single Bra",2020
Here’s Why I Use My Boyfriend’s Arm Veins As Water Slides,2020
QUIZ: Is He an 18th Century Nobleman Or Does He Just Know Cursive?,2020
Suede Ankle Booties That Will Have the Villagers Chanting ‘Begone Cloven-Hoofed Devil’,2020
Historic! French Grandmother Finds Sand In Vagina from D-Day,2020
Nation’s Retailers Announce Plans to Keep Making Cropped Sweaters Just a Little Too Cropped,2020
Wow! This Woman Can’t Masturbate Unless She’s On a Deadline,2020
Notes App Haunted Graveyard of Serious Text Drafts,2020
DUDE CORNER: My Dad is the Funniest Guy I Know,2020
Why You Should Splurge by Going to the Dentist Every 6 Months,2020
Show Him You’re Down to Earth by Dwelling in a Subterranean Cave,2020
Report: Co-worker on Honeymoon Insists on Calling Into Meeting,2020
"QUIZ: Would Oscar Isaac Love You, Like, If He Really Got to Know You?",2020
5 Noise-Canceling Headphones That Do Nothing to Drown Out Your Inner Monologue,2020
Family Fears Mom’s Wine Drinking Getting Clichéd,2020
Whoops! Everyone in Meeting Zoned Out Because They’re Thinking About Getting Laser Hair Removal,2020
5 90s Era Photos of David Duchovny to Pound Your Clit To,2020
Adorable Winter Handbags That Are All Just the Pockets of Your Puffer Jacket,2020
Amazing! This Woman’s Bush Grew So Big the Government Was Forced to Turn it Into a National Park,2020
How to Pick a Fight With Your Partner Then Cry Because You’re Fighting With Your Partner,2020
Careers to Try While You Wait for the Next Eyebrow Trend,2020
‘Girl’s Girl’ Revealed to Be A Decent Woman,2019
Real-life Samantha? This Guy Likes Sex,2019
The 4 Best Apps For Selling Your Shitty Clothes,2019
This Woman’s Micro Bangs Turned Into MACRO Bangs! She is Growing Out Her Bangs,2019
"Does He Love You, Or Is He Too Cheap to Buy His Own Vape?",2019
Obsessed Much? This Kid Is Tracking Santa’s Every Move,2019
Wow! Scientists Have Created a Robot So Humanlike it Pretends to Have its Period to Skip Gym,2019
Why I Don’t Need to Get,2019
This Woman Was Visited By Three Ghosts On Christmas Eve Because They Don’t Understand Personal Boundaries,2019
How to Do Squats in a Way That is Both Ineffective and Also Bad for Your Back,2019
The Astrological Reason You Feel Anxious That Has Nothing to Do With the Four Coffees You Just Shotgunned,2019
Why I Want My Ashes Scattered On the Default Mac Background Mountain,2019
REPORT: Yukon Cornelius Could Still Get It,2019
Woman Marks Self ‘Safe’ After Getting Called Out by Friend of Color,2019
Wow! Casey Watched the Mr. Rogers Movie and Got Really Nice for Two Days,2019
Hot Friend Giving Dating Advice Again,2019
I LIVED IT: I Got Sucked Into an Oil Painting and Still Had Bacne,2019
How to Have the Body Confidence of a Naked Toddler,2019
Tiny Tim Lived and Now He’s a Total Fuck Machine,2019
Binge-Listen These Artists Before 2020 to Fix Your Embarrassing Spotify Yearly Wrap-up,2019
Clitoris Fish Not Getting Nearly Enough Attention,2019
Woman Quits Job to Pursue Dream of Being Poor,2019
My Husband and I Make It Work Even Though I’m a Christian and He’s an Aardvark,2019
Embarrassing! Boyfriend Only Got You Myrrh for Christmas,2019
"6 Home Decorations That Say, ‘I Used to Roll My Soffe Shorts 3 Times’",2019
Hero! This Woman is Baked in a Brightly Lit Pharmacy,2019
5 Fair Isle Sweaters to Wear Around Your Garbage City,2019
"4 Gifts That Say, ‘I Wasn’t Joking About Being Broke’",2019
Adult Coloring Book Too Complicated,2019
I Dated My Boyfriend Just So I Could Put Mascara on His Long-ass Lashes,2019
"4 Hearty Winter Stews to Make You Feel Like a Cold, Lonesome Prairie Wife",2019
Here Are a Few Billie Eilish Songs So You Have Something To Talk About With Your Boyfriend’s Sisters,2019
Winter Wardrobe Same as Fall Wardrobe With Sadder Face and Uglier Coat,2019
Sarah’s Wearing Dad’s Old Flannel Shirt Even Though He’s Not Even Dead Yet,2019
"Gifts For The Person Who Has Everything, Except A Map Of The Old Mine Just Outside Of Town",2019
Our Holiday Gift Guide That Seems to Think You Have a Friend Worth $700,2019
Can’t Stop Thinking About Your Ex? Then This Headline Probably Didn’t Help.,2019
REPORT: Mom Reading Sentimental Card Out Loud,2019
I’m Sorry I’m Being Difficult Again by Asking You to Make Food That Doesn’t Kill Me,2019
"Santa Prefers Oat Milk, Actually",2019
Cool! “Oversized” Sweater Fits You Just Right,2019
BABY YODA! Now That We Have Your Attention What You Hate About Other People Is What You Really Dislike About Yourself,2019
How I Stopped Living for Online Validation and Started Living For In-Person Validation,2019
"This 7-Year-Old Graduated College, But Got A Communications Degree from A Party School So Don’t Get Too Excited",2019
"‘Tofu Is Gross,’ Says Mom While Fisting a Turkey’s Ripped-out Asshole",2019
QUIZ: Should You Write a Memoir or Are You Just Back Home For the Weekend?,2019
"Amazing! This Mom Went a Whole Year Without Sitting Down, Just Ask Her",2019
Christmas Gifts That Aren’t Just Weed,2019
Wow! Woman Washes Bed Sheets Even Though There’s No Visible Blood or Cum On Them,2019
How To Juggle It All and Still Make Time to Go Back for Madame Zeroni,2019
Okay! Colonel Mustard Just Went Off in the Study With the Candlestick,2019
Yikes! Ex Still Believes Time is Linear,2019
Younger Cousin Finally Smokes Weed,2019
How to Apply Body Positivity Toward Everyone Who Isn’t Me,2019
"5 Signs He Wants to be More than Friends, Almost like Sisters!",2019
5 Mustard-Colored Sweaters That Will Make It Look Like Fall Came All Over You,2019
"Are You In Love With Him, or Is He Just In Any Position Of Authority Over You?",2019
"Justin Timberlake Apologizes For Inappropriate Behavior, Hasn’t Yet Apologized For Being A General Douchebag",2019
How to Make Everyone Think You’re Interesting by Wearing Maroon Pants,2019
How to Save Money at The Farmer’s Market by Just Walking Around Aimlessly With Your Tote Bag,2019
The Best Online Therapy Apps Your Family Will Tell You Are for White Folks,2019
REPORT: Food-to-Poop Ratio Way Off,2019
4 Old Irish Poems to Recite Instead of Commenting On Someone’s Eating,2019
Capitalist Tool Boss Says You Still Have Work Between Thanksgiving and Christmas,2019
Netflix Christmas Movies That Are Just Hot People In Coats,2019
Sustainability Win! This Woman Eats Plastic Grocery Bags When She’s Done Using Them,2019
I LIVED IT: I Couldn’t Find Enough ‘Parks &amp; Recreation’ GIFs to Describe My Sorority,2019
5 Psychological Biases That Are Preventing You From Confronting Your Neighbors About Their Loud Fucking,2019
"Um, Sure: Five Body Parts We Guess You Could Put Highlighter On If You Really Wanted To",2019
Looks Like This Cat Is Back On Her Bullshit,2019
Inspiring! This Woman Didn’t Marry Her Best Friend – Just Some Guy With A Huge Dick,2019
I Don’t Want a President I Can Have a Beer With – I Want a President Who Has Perioded In Her Pants,2019
5 Sexy Vacations That Will Take a Disappointing Turn When He Doesn’t Propose,2019
Inspiring! This Woman Jumped into a Pile of Leaves Like She Was Still on Her Parent’s Insurance,2019
Attempt at Intermittent Fasting Foiled by Pesky Need to Stay Conscious,2019
I LIVED IT: Some Men Had a Conversation Near Me,2019
4 Easy Hairstyles for Arms Too Weak to French Braid,2019
Gynecologist Still Asking You to Scooch Forward a Little,2019
Wow! This Turkey Got a Peloton and Now Has AMAZING Thighs,2019
"This Holiday, Make Your Home So Cozy That No One Can Escape",2019
Woman Asks Spider to Help Her Kill Horrible Man,2019
"8 Kristen Stewart Smirks That Made Us Say, ‘Kriiiiisten, What Are You Up To This Time?’",2019
Retro! This Woman is Marrying a Man,2019
4 Sexy Holiday Dresses to Hang Out With Your Parents In,2019
"Does the Isagenix Diet Work? And, Less Importantly, Is It Safe?",2019
REPORT: Everyone In Coffee Shop Bathroom Shitting Their Brains Out,2019
‘Sesame Street’ Tackles Moms Who Text Too Much with New Muppet,2019
Don’t Worry! Friend Will Be There in Spirit,2019
Climate Catastrophe! This Year’s Cuffing Season Set to be Two Weeks Shorter,2019
QUIZ: Is the Yoga Teacher Adjusting You Because They Love You or Because You Suck?,2019
Ha Ha Nice! Abysmal Credit Score Now at 420,2019
Verbal Directions Processed 0%,2019
What I Do in the Bedroom Stays Between Me and My Night Terror Hallucinations,2019
Get Him to Notice You This Fall by Holding a Football,2019
Mattel Is Releasing a Barbie Who Hasn’t Even Picked a Major Yet,2019
How to be Radical Without,2019
How to Cum With Your Partner Without Tallying Up Who’s Winning,2019
"How to Break Up by Being Like, ‘OMG I Only Fell in Love as A Joke’",2019
Hot Girl Marries Sweaty Guy,2019
Maybe the Real Victoria’s Secret Fashion Show Was the Devastating Body Dysmorphia We Developed Along the Way,2019
How to Make Sure Everyone Knows You Only Use Reddit For Skincare,2019
9 Epic Clapbacks for When Your Doctor Says You Have an Iron Deficiency,2019
